img,Image 1,Image 2,Image 3,Image 4,Text 1,Text 2,flag,username,timestamp
C:\Users\Akshay L Telang\Desktop\project 2.0\flagged\img\tmpijo_aajw.jpg,C:\Users\Akshay L Telang\Desktop\project 2.0\flagged\Image 1\tmp5hg0mh6l.png,C:\Users\Akshay L Telang\Desktop\project 2.0\flagged\Image 2\tmphu9de_2v.png,C:\Users\Akshay L Telang\Desktop\project 2.0\flagged\Image 3\tmp3pdlg1hr.png,C:\Users\Akshay L Telang\Desktop\project 2.0\flagged\Image 4\tmpgj0nbtcp.png,Left Pupil Radius :20,Right Pupil Radius :20,,,2024-02-28 12:26:59.448780
